date,actual_vol,debate_vol,single_vol,garch_vol,har_vol,persist_vol,debate_error,single_error,garch_error,har_error,persist_error,n_influence_edges,who,when,what,how,wti_vol_20d,intv_original,intv_random,intv_shapley,intv_myerson,intv_shapley_reduction,intv_myerson_reduction,intv_random_reduction,shapley_geopolitical,myerson_geopolitical,behavior_geopolitical,shapley_macro_demand,myerson_macro_demand,behavior_macro_demand,shapley_monetary,myerson_monetary,behavior_monetary,shapley_supply_opec,myerson_supply_opec,behavior_supply_opec,shapley_technical,myerson_technical,behavior_technical,shapley_sentiment,myerson_sentiment,behavior_sentiment,shapley_cross_market,myerson_cross_market,behavior_cross_market,degree_geopolitical,degree_macro_demand,degree_monetary,degree_supply_opec,degree_technical,degree_sentiment,degree_cross_market,beh_enc_geopolitical,beh_enc_macro_demand,beh_enc_monetary,beh_enc_supply_opec,beh_enc_technical,beh_enc_sentiment,beh_enc_cross_market,total_adj,n_herding,vol_regime,shapley_ma5_geopolitical,shapley_std5_geopolitical,herd_streak_geopolitical,shapley_ma5_macro_demand,shapley_std5_macro_demand,herd_streak_macro_demand,shapley_ma5_monetary,shapley_std5_monetary,herd_streak_monetary,shapley_ma5_supply_opec,shapley_std5_supply_opec,herd_streak_supply_opec,shapley_ma5_technical,shapley_std5_technical,herd_streak_technical,shapley_ma5_sentiment,shapley_std5_sentiment,herd_streak_sentiment,shapley_ma5_cross_market,shapley_std5_cross_market,herd_streak_cross_market,vol_change_5d,debate_har_gap,gat_pred,w_debate,w_har,w_persist,w_single,w_garch
2022-02-11,0.7320267156291081,0.3367546998690519,0.385,0.3363573977251074,0.2823168946501707,0.2913786998690519,0.1562399664430181,0.1204275413603259,0.1565542091306171,0.2022389230849079,0.1941706737932747,20,geopolitical,2,overconfident,sentiment -> supply_opec,0.2913786998690519,0.1562399664430181,0.1562523453230561,0.1586029236818744,0.1586029236818744,-0.0151238975061999,-0.0151238975061999,-7.922991997400793e-05,-0.0079861987631535,-0.0074422571225563,independent,-0.0041040497443996,-0.0055635196625041,herding,-0.002652909691801,-0.0013605787942498,herding,-0.0074471669481594,-0.0073567033122319,overconfident,-0.0028963217858034,-0.0036492508563608,overconfident,-0.0077537998240426,-0.0086449620606311,independent,-0.0050902605928967,-0.0054830941487307,overconfident,5.0,6.0,6.0,6.0,6.0,5.0,6.0,2,0,0,3,3,2,3,0.04537599999999997,2,1,-0.0038241365587603797,0.002572653960629976,0.0,-0.0010671776076654799,0.002051574264615245,4.0,-0.0013086296632091802,0.0008464137711355804,2.0,-0.0025997639014567996,0.0027361609946790983,2.0,-0.0010520549471235599,0.001631168899976208,2.0,-0.00295076282769704,0.002760968087420894,2.0,-0.0010399412794634803,0.002401072723236397,3.0,0.035004289913633024,0.0544378052188812,0.35264816880226135,0.28227341175079346,0.47685110569000244,0.038535863161087036,0.20129799842834473,0.0010416959412395954
2022-02-10,0.7340277291221015,0.2949932784624043,0.3145,0.3418233049493168,0.287264077178373,0.2762965713566851,0.192751248866062,0.1760035155023473,0.1538243103407056,0.1995977606980969,0.2095178127892684,14,geopolitical,2,herding,sentiment -> technical,0.2762965713566851,0.192751248866062,0.1931060353931775,0.1942461191863561,0.1942461191863561,-0.0077554377939874,-0.0077554377939874,-0.0018406445053025,-0.003921757639078,-0.0050459038452807,herding,-0.0010425132632817,-0.0018582197463003,herding,-0.0035229658933416,-0.0045399970068371,independent,-0.0013148605275168,-0.0015870331052014,herding,-0.0001378739864211,-0.0004404088039587,herding,-0.0038175496656712,-0.0056563146648583,herding,-0.0030090429478957,-0.0048823748565932,independent,3.0,5.0,3.0,5.0,6.0,3.0,3.0,0,0,2,0,0,0,2,0.01869670710571919,5,1,-0.003993971515486599,0.0025384380506675553,1.0,-0.0016106016296445799,0.0014002237188002291,4.0,-0.0019379383188771401,0.0011090303339774212,1.0,-0.0025020935994130395,0.0027800671001106847,3.0,-0.0013863029024326402,0.0010290245239031577,3.0,-0.00333345858881356,0.0027117915774711007,2.0,-0.0018472970138909601,0.0022024734770529045,3.0,0.01929801768693762,0.007729201284031317,0.2931356728076935,0.29114285111427307,0.4384564757347107,0.05829470604658127,0.20885296165943146,0.003252986818552017
2022-02-14,0.7640775635577461,0.3148579942979617,0.3345,0.3528179114778407,0.2976604772413832,0.2880421159195833,0.2017982214059462,0.1845368831122094,0.1691345014288848,0.2175448984078455,0.226609747408066,14,geopolitical,2,herding,sentiment -> cross_market,0.2880421159195833,0.2017982214059462,0.2020932882043625,0.2038637856334349,0.2038637856334349,-0.0102357900535382,-0.0102357900535382,-0.001462187309484,-0.0056902870506019,-0.00539223669321,anchored,-0.0023858049741984,-0.005502102099856,herding,-0.0032346288397716,-0.0052683901093174,herding,-0.0028841706838166,-0.0051763927990671,herding,-0.0017923200113812,-0.0022936575971285,herding,-0.0055592077297031,-0.0061494606045495,anchored,-0.0032651067126467,-0.0054800600063472,overconfident,5.0,3.0,3.0,3.0,6.0,5.0,3.0,1,0,0,0,0,1,3,0.0268158783783784,4,1,-0.00484515330859208,0.0021493072482430832,1.0,-0.00189358739139616,0.0013814659514306406,4.0,-0.0022911154041030403,0.001199727605225869,2.0,-0.00273830097532926,0.002745167064424376,4.0,-0.00147621579510616,0.0010438028744109127,4.0,-0.0041645738543292805,0.002607259940214669,2.0,-0.0022641520710864203,0.002241691601105857,2.0,0.024767493579042288,0.01719751705657846,0.31011763215065,0.28879642486572266,0.4495396614074707,0.052636802196502686,0.20656096935272217,0.002466058125719428
2022-02-16,0.79384603287681,0.3305238228852398,0.3385,0.366391069221149,0.3190166386582476,0.313719163387032,0.2146674702714726,0.2073400096566489,0.1827177459538624,0.2254629536139669,0.2305218108060543,19,geopolitical,2,independent,sentiment -> supply_opec,0.313719163387032,0.2146674702714726,0.2148734485029674,0.216905849329354,0.216905849329354,-0.0104271926018913,-0.0104271926018913,-0.0009595223311401,-0.0044817261609396,-0.0042640782334621,independent,-0.0006741152274623,-0.0016422610546126,herding,-0.0016288217818397,-0.0010936193157371,independent,-0.0028590459979219,-0.0029004413493967,independent,-0.0012778394014782,-0.0018595272517743,herding,-0.0044055678840348,-0.0048291135655826,independent,-0.000527224080905,-0.0006858651203318,herding,5.0,5.0,6.0,6.0,5.0,5.0,6.0,2,0,2,2,0,2,0,0.016804659498207808,3,1,-0.0052957571978779,0.001639295105843759,1.0,-0.0018714107635345398,0.0014044105897867737,5.0,-0.0024145222512865403,0.0010586774922843895,2.0,-0.0031324108006935995,0.0025475458882332257,3.0,-0.00156248609739098,0.000995449759704118,4.0,-0.00484926378567316,0.0019220607676017788,2.0,-0.00241993601659292,0.002041250281925004,2.0,0.03306606602892381,0.011507184226992206,0.34104013442993164,0.2820494771003723,0.4753267467021942,0.04013395309448242,0.2013239860534668,0.0011659206356853247
2022-02-17,0.8393500220602298,0.3472681280843654,0.3685,0.358565205936824,0.3198640247982192,0.3268138907962298,0.2421445903788738,0.2216997432741189,0.2311540394148171,0.2698657013513056,0.2626932858510682,17,geopolitical,2,independent,sentiment -> supply_opec,0.3268138907962298,0.2421445903788738,0.2424466980779329,0.2435445347513322,0.2435445347513322,-0.0057814398011865,-0.0057814398011865,-0.0012476334845491,-0.0053835273872482,-0.0045089823450933,independent,-0.0016465309448239,-0.0027236083897647,herding,-0.0034361076503385,-0.0036655381956554,independent,-0.0025366097661451,-0.0029284115208788,herding,-0.0012294076676036,-0.0016658897163469,herding,-0.0033125653476399,-0.0045525399653102,independent,-0.0030039467083948,-0.0044034882929156,independent,6.0,5.0,4.0,5.0,6.0,4.0,4.0,2,0,2,0,0,2,2,0.020454237288135613,3,1,-0.00549269940020424,0.0015619237648162123,1.0,-0.0019706028308331797,0.0013575015185309256,5.0,-0.00289508677141848,0.0007849046695429028,2.0,-0.0034083707847119595,0.0023468686790866886,3.0,-0.0014667525705375,0.0010009497214507597,4.0,-0.00496973809021832,0.001767096621549714,1.0,-0.00297911620854778,0.0016241927494181593,1.0,0.04598682640835311,0.02740410328614623,0.3480564057826996,0.2859724760055542,0.46223655343055725,0.04597490653395653,0.20411542057991028,0.0017005996778607368
2022-02-15,0.7937484801292412,0.3309292675406887,0.3485,0.3548274868627041,0.2939968685863639,0.3124940034861743,0.2142016235410876,0.1982462090573993,0.1926516383300834,0.2497516732397028,0.2316058712889921,6,geopolitical,2,anchored,geopolitical -> cross_market,0.3124940034861743,0.2142016235410876,0.2143188692127145,0.2144065364375892,0.2143062234277966,-0.0009566355899361,-0.0004883244346134,-0.0005473612650017,-0.0028635659855094,-0.0090672156901735,anchored,-0.0023448818235136,-0.0087990302531834,anchored,-0.0027583406370199,-0.0085348451416338,anchored,-0.002479664056552,-0.0081402065504697,anchored,-0.0023274776938132,-0.0084348656263216,anchored,-0.0026234686836658,-0.0085694893993767,anchored,-0.0020068488678302,-0.0022183290628424,herding,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1,1,1,1,1,1,0,0.0184352640545144,1,1,-0.004468172844675421,0.0011407183605856045,1.0,-0.0016187692466559799,0.0007649830337719904,4.0,-0.00291617296046226,0.0007781593653648279,1.0,-0.0024148702063904797,0.0006415947180538957,3.0,-0.00135298375213946,0.000812413727095528,4.0,-0.00394367186214296,0.0011158452791455139,1.0,-0.00236243386353448,0.00113345665400718,2.0,0.021115303617122383,0.03693239895432476,0.30596452951431274,0.296432226896286,0.4139992296695709,0.07254878431558609,0.2107938826084137,0.006225954741239548
2022-02-18,0.8390454117577547,0.3436570571956791,0.3385,0.3551910617609095,0.3330082256661988,0.322966115810244,0.2454096218357207,0.2505457092317402,0.2341150320108696,0.2560736337074599,0.2663378397056783,16,geopolitical,2,herding,geopolitical -> sentiment,0.322966115810244,0.2454096218357207,0.2458870812039365,0.250205613717339,0.250205613717339,-0.019542802950199,-0.019542802950199,-0.0019455609142149,-0.0104459286859031,-0.0092044545139806,overconfident,-0.000786148202637,-0.0030555887508188,herding,-0.0001111834896185,-0.0004925175471576,herding,-0.0034379959321316,-0.0039984966980784,independent,-0.0003775730508702,-0.0011469345408255,herding,-0.0047938112497384,-0.0055599654691868,independent,-0.0009755772590586,-0.0019818821903673,herding,6.0,3.0,4.0,5.0,5.0,5.0,4.0,3,0,0,2,0,2,0,0.020690941385435146,4,1,-0.00577300705404044,0.0028340336652678388,0.0,-0.0015674962345270395,0.0008198838947589957,4.0,-0.00223381647971764,0.0013778465467624743,2.0,-0.0028394972873134394,0.00038137884600826413,2.0,-0.00140092356502928,0.0007251736724743764,4.0,-0.0041389241789564,0.0011722473695596986,0.0,-0.0019557407257670602,0.0012059402284024037,3.0,0.046669544453558864,0.010648831529480318,0.34482038021087646,0.28939682245254517,0.44892245531082153,0.05201103165745735,0.20730122923851013,0.002368422457948327
2022-02-21,0.8666167386407002,0.3668868001026234,0.3685,0.3454633874062519,0.3286502376972092,0.322966115810244,0.24973001147127,0.2481202853140476,0.2716008155028963,0.289407956137383,0.295555999703943,19,geopolitical,2,overconfident,sentiment -> supply_opec,0.322966115810244,0.24973001147127,0.2501648757762009,0.2533334675323028,0.2533334675323028,-0.0144294073419662,-0.0144294073419662,-0.0017413377846295,-0.0102727779241961,-0.0096583934616282,independent,-0.0054747805569126,-0.0084409617360238,overconfident,-0.0047835855285038,-0.0031557992382194,overconfident,-0.0057463909646834,-0.0056765258150933,overconfident,-0.0039509791840319,-0.0048915899433409,overconfident,-0.0101387218324008,-0.011203463425063,independent,-0.0054587522419441,-0.0071480626481663,overconfident,5.0,5.0,6.0,6.0,6.0,5.0,5.0,2,3,3,3,3,2,3,0.04392068429237944,0,1,-0.006689505228759279,0.00347016707188226,0.0,-0.0021852913510698796,0.001960722185570744,3.0,-0.00254360781746408,0.0017757877043088903,1.0,-0.0034119413434867997,0.0013593540238535783,1.0,-0.00183265539955942,0.0013712346642766905,3.0,-0.00505482699949594,0.0029699592680772734,0.0,-0.0023944698316265404,0.001962867901257453,3.0,0.034923999890660695,0.03823656240541423,0.39321044087409973,0.28294017910957336,0.4785095751285553,0.036973707377910614,0.20063570141792297,0.0009408278274349868
2022-02-22,0.8695998826584539,0.3644576820078073,0.3685,0.3383708547526187,0.3283007720509107,0.318952152781899,0.255168642878178,0.2511010924003162,0.2822042800897786,0.2930047271445173,0.3032129224182033,21,geopolitical,2,overconfident,geopolitical -> sentiment,0.318952152781899,0.255168642878178,0.2559058439238516,0.2597974391802874,0.2597974391802874,-0.0181401454735927,-0.0181401454735927,-0.0028890738194095,-0.0133008765622195,-0.0110945730305755,independent,-0.0063521429397242,-0.008302150579894,overconfident,-0.0046346793720706,-0.0029401473176739,overconfident,-0.0065890096698514,-0.0065867615326131,overconfident,-0.0022616941926106,-0.0031796831723301,overconfident,-0.0097753940524438,-0.0102888599044668,overconfident,-0.0051304827511049,-0.0056521040024715,overconfident,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,3,3,3,3,3,3,0.04550552922590834,0,1,-0.00845333530901526,0.004226366576730577,0.0,-0.00332089689352226,0.002449934953270383,2.0,-0.00314477933551026,0.001893567972641857,1.0,-0.004157934077872699,0.0018971635101597553,1.0,-0.0020294263577859,0.001341994547517347,2.0,-0.00612879223317774,0.00358391690412647,0.0,-0.0033151215656665204,0.0019475987469290297,2.0,0.005232989394866994,0.03615690995689663,0.3988545835018158,0.283117413520813,0.47900041937828064,0.03634489327669144,0.20064029097557068,0.0008970711496658623
2022-02-23,0.8732387166857544,0.383039176897212,0.425,0.3361144121573964,0.3240485749018088,0.3155466844047195,0.2402955888088987,0.2009179471360919,0.2885025185150722,0.3016098118326702,0.3110204028697508,26,geopolitical,2,overconfident,sentiment -> geopolitical,0.3155466844047195,0.2402955888088987,0.2403308089742834,0.2456979886886902,0.2456979886886902,-0.0224823098358578,-0.0224823098358578,-0.0001465701703442,-0.0165958484336251,-0.0134494746472728,overconfident,-0.0047879401526867,-0.0073844482400815,overconfident,-0.0060700924079612,-0.0050155063161195,overconfident,-0.0140234955072716,-0.0139471734023371,overconfident,-0.0056775884552393,-0.0077258810373968,overconfident,-0.0148003136709957,-0.0156284464047393,overconfident,-0.0087695354330721,-0.0095368139816025,overconfident,7.0,7.0,6.0,12.0,6.0,7.0,7.0,3,3,3,3,3,3,3,0.0674924924924925,0,1,-0.01069579951829064,0.005078933658311452,0.0,-0.00394917873509482,0.002312128312446891,1.0,-0.0036715762870348,0.002314487411513288,1.0,-0.006455311226098,0.004547191950111409,0.0,-0.00291906251531304,0.001994717510264392,1.0,-0.0084263418978489,0.004802299432831406,0.0,-0.0044682393106019805,0.0030894158708759632,2.0,-0.011267206391510298,0.058990601995403236,0.4247225522994995,0.27888810634613037,0.491839736700058,0.031434316188097,0.19723156094551086,0.0006063547916710377
2022-02-24,0.8752481512708485,0.3975048543005598,0.7425,0.3333711515102855,0.3203382975057413,0.3138479199939905,0.2282386578000415,0.017622071665828,0.2936306828695092,0.3079249458056127,0.3151702196777096,20,geopolitical,2,overconfident,geopolitical -> supply_opec,0.3138479199939905,0.2282386578000415,0.2293112819379275,0.2349006831425591,0.2349006831425591,-0.0291888561154885,-0.0291888561154885,-0.0046995725799693,-0.0213529874757937,-0.0175667223012515,overconfident,-0.0083188114763958,-0.014028799240479,overconfident,-0.0141621829510218,-0.0133907269476557,overconfident,-0.0164951642535693,-0.0165044673689736,overconfident,-0.0045688007356064,-0.0063307663296391,overconfident,-0.0135128128968447,-0.0143809003492751,overconfident,-0.0085208020884361,-0.0096168355643015,overconfident,6.0,5.0,5.0,6.0,6.0,6.0,6.0,3,3,3,3,3,3,3,0.08365693430656934,0,1,-0.0143936838163475,0.004664823149449608,0.0,-0.0051439646656712594,0.0027733600535585637,1.0,-0.00595234474983518,0.0051146044039035955,1.0,-0.009258411265501459,0.005665991699751668,0.0,-0.0033673271236716804,0.0020786142969508917,1.0,-0.01060421074048468,0.0038965242709180716,0.0,-0.00577102995472316,0.0031645089088731884,1.0,0.0013539165078161886,0.07716655679481854,0.4814191460609436,0.2852652370929718,0.47282132506370544,0.038622673600912094,0.20223021507263184,0.0010605541756376624
2022-02-25,0.8715481805273873,0.3438164593780341,0.4485,0.3330180191664049,0.3183521757979595,0.3129161298887425,0.2785007695072585,0.1789697630475328,0.2900147346954856,0.306025819648601,0.3120697680007373,25,geopolitical,2,herding,sentiment -> macro_demand,0.3129161298887425,0.2785007695072585,0.2790801709295387,0.2827733442866662,0.2827733442866662,-0.015341339224904,-0.015341339224904,-0.0020804302383268,-0.0099988946693612,-0.0083420476912871,independent,-0.0034019051490417,-0.005461109913348,herding,-0.0031628478462925,-0.0029426598048353,herding,-0.0064688192938853,-0.0073041772371326,overconfident,-0.002648849550883,-0.0033300408272434,herding,-0.0081510043978123,-0.009305027037845,overconfident,0.0002633224137974,-7.705224121462229e-05,herding,12.0,6.0,6.0,6.0,7.0,6.0,7.0,2,0,0,3,0,3,0,0.03090032948929161,4,1,-0.014304277013039119,0.004762660318999593,0.0,-0.005667116054952201,0.0018331580742090767,1.0,-0.006562677621169981,0.004371393080917666,1.0,-0.009864575937852199,0.0050120170199174086,0.0,-0.0038215824236742407,0.0013989630803580742,1.0,-0.01127564937009946,0.002771954884480578,0.0,-0.0055232500201519595,0.003645769260683668,1.0,-0.01004998592150147,0.02546428358007463,0.37744373083114624,0.2879069447517395,0.4576544761657715,0.0464397668838501,0.20628058910369873,0.0017182119190692902
2022-02-28,0.9154582858732826,0.3869824312210036,0.485,0.3340935930502175,0.3171370626464379,0.3455448324848267,0.2792867289504567,0.1852943358769647,0.3379849060612568,0.3579882861636677,0.3248013443531556,24,geopolitical,2,overconfident,cross_market -> monetary,0.3455448324848267,0.2792867289504567,0.2789898498278602,0.2810320538858556,0.2810320538858556,-0.006249222589121,-0.006249222589121,0.0010629904389376,-0.0085173367102806,-0.0075993277144007,overconfident,0.0007612365480261,-0.0019386722939992,overconfident,-0.0074288805357023,-0.0074063720830792,overconfident,-0.007890591295928,-0.0085709948843248,overconfident,-0.0063880679610311,-0.008296305504184,overconfident,-0.008345825864585,-0.0088481334751438,overconfident,-0.0077051495831978,-0.0090704248368565,overconfident,6.0,6.0,6.0,6.0,6.0,12.0,6.0,3,3,3,3,3,3,3,0.04143759873617692,0,1,-0.01395318877025602,0.005180519077513839,0.0,-0.00441991263396446,0.003426040589293488,1.0,-0.00709173662260968,0.004260925121130224,1.0,-0.010293416004101118,0.004650239437732872,0.0,-0.0043090001790740805,0.0018173204829704365,1.0,-0.010917070176536299,0.003057094285575291,0.0,-0.005972529488402699,0.0037720617553750136,1.0,0.02257871667458272,0.06984536857456575,0.4300543963909149,0.2805209159851074,0.48683154582977295,0.03347869589924812,0.19844704866409302,0.000721766788046807
2022-03-01,0.8853514480276492,0.462733890143178,0.4685,0.3875750258128076,0.3504034808514387,0.419837015143178,0.1786056002322343,0.1737651297227479,0.2477813665130082,0.28616932758596,0.2167036872237508,18,geopolitical,2,overconfident,sentiment -> geopolitical,0.419837015143178,0.1786056002322343,0.1788096759247172,0.1805291666315525,0.1805291666315525,-0.0107699108920267,-0.0107699108920267,-0.0011426052274817,-0.0075667245962802,-0.005988217180886,overconfident,-0.0029797978543401,-0.0043831076776571,overconfident,-0.0056686223970755,-0.0068564270052346,herding,-0.0050796896422572,-0.0069107844097462,herding,-0.0045496526178157,-0.0069890192870675,herding,-0.0073966058257038,-0.0077674165579281,independent,-0.0048569940580437,-0.0053086806610121,overconfident,6.0,6.0,4.0,4.0,4.0,6.0,6.0,3,3,0,0,0,2,3,0.042896875,3,2,-0.012806358377068158,0.005940042620321957,0.0,-0.00374544361688764,0.00327936315566602,1.0,-0.007298525227610661,0.004135101198344917,2.0,-0.009991551998582279,0.004987574917001296,1.0,-0.0047665918641151,0.0014168729648653493,2.0,-0.0104413125311883,0.0034402696141150285,0.0,-0.00591783174979046,0.0037892682974750287,1.0,0.10088486236127903,0.11233040929173932,0.4085419178009033,0.2875993549823761,0.45506227016448975,0.05047626793384552,0.2046183943748474,0.0022437504958361387
2022-03-02,0.860494835584975,0.4994809462657423,0.5485,0.5143284850355861,0.4264590682536847,0.4653398172334842,0.1303310282813991,0.0973407774316955,0.1198311422526823,0.1883870473228619,0.156147488528367,26,technical,2,overconfident,technical -> geopolitical,0.4653398172334842,0.1303310282813991,0.1301694093682006,0.1317279695946282,0.1317279695946282,-0.0107184093584598,-0.0107184093584598,0.0012400647438277,-0.0042275529939501,-0.0031383403848279,overconfident,-0.0018723133554402,-0.0027827665337545,herding,-0.0031445412349499,-0.0021763446464549,herding,-0.0038891594972065,-0.0046442863038236,overconfident,-0.0055864554687237,-0.0062954157445958,overconfident,-0.0041575589551109,-0.0043673895290184,herding,-0.0029388787415863,-0.0034684111275384,overconfident,7.0,7.0,7.0,6.0,7.0,12.0,6.0,3,0,0,3,3,0,3,0.03414112903225808,3,2,-0.010332699289133159,0.006514927970074184,0.0,-0.0031623182574383396,0.003306755692971282,2.0,-0.0067134149930084,0.004539576344988666,3.0,-0.007964684796569258,0.004998631980887543,1.0,-0.00474836526681198,0.0014027398628346011,2.0,-0.00831276158801134,0.003360537254321783,1.0,-0.0047517004114933006,0.0035838824115074592,1.0,0.14979313282876472,0.07302187801205762,0.47695428133010864,0.27303019165992737,0.5009044408798218,0.031819701194763184,0.1936088651418686,0.0006367713795043528
2022-03-03,0.8900978820508795,0.4987760928267253,0.5125,0.5105747055276435,0.4727766448844204,0.4813109552120465,0.1531327427215933,0.1425801605293099,0.1440378415182873,0.174157014990144,0.1671067515543374,25,geopolitical,2,herding,sentiment -> monetary,0.4813109552120465,0.1531327427215933,0.1532220557642339,0.1548102527305181,0.1547415346110688,-0.0109546134883427,-0.0105058647868697,-0.0005832393585678,-0.0036395015924017,-0.0030390603663522,herding,-0.0012248592502564,-0.0020797113501817,independent,-0.0007000518976422,-0.0002951770988323,herding,-0.0005247175604493,-0.0004824175680632,herding,-0.0009590067850307,-0.0014786842328829,herding,-0.0036059809817953,-0.0041593210499457,independent,-0.0033198907651681,-0.0039156846082003,independent,12.0,6.0,7.0,7.0,6.0,6.0,6.0,0,2,0,0,0,2,2,0.017465137614678827,4,2,-0.00679000211245476,0.002755711028177463,1.0,-0.0017435278122104596,0.0016460578894740084,2.0,-0.0040209887823324806,0.0025914093989870737,4.0,-0.004770595457945259,0.0028070574412580192,2.0,-0.00402640647669684,0.002213119308837584,3.0,-0.0063313952050014595,0.002272500214118912,1.0,-0.0037115181468397006,0.002907357401994441,1.0,0.167463035218056,0.02599944794230491,0.4693448543548584,0.2742762267589569,0.4959683418273926,0.03500358760356903,0.19391189515590668,0.0008399594225920737
2022-03-07,0.8355044616275636,0.5599483239696017,0.5845,0.5710987497342283,0.5343952367294316,0.5217733239696017,0.0759311850009736,0.063003239756943,0.0699103804818214,0.0906667653187538,0.098427226736159,26,geopolitical,2,herding,cross_market -> monetary,0.5217733239696017,0.0759311850009736,0.0760471958240554,0.0768967132374054,0.0768967132374054,-0.01271583258472,-0.01271583258472,-0.0015278415986824,-0.0042653462519166,-0.0038481380376353,overconfident,-0.0016668420355084,-0.002519540472204,herding,-0.0036087654638733,-0.0027322063638194,herding,-0.0040177110816262,-0.0039574530553065,herding,-0.0009187730196736,-0.0013451522981163,herding,-0.0041669209943289,-0.0044151955598227,herding,-0.003851682888258,-0.0045249463888367,herding,6.0,7.0,7.0,7.0,7.0,12.0,6.0,3,0,0,0,0,0,0,0.03817499999999996,6,2,-0.0056432924289658406,0.002229234922827749,1.0,-0.0013965151895037997,0.001368539624695122,2.0,-0.00411017230584864,0.0025619994333759286,4.0,-0.004280373815493439,0.002645731009928905,3.0,-0.00368039117045496,0.00258614954900056,3.0,-0.005534578524304779,0.0021711987342021757,2.0,-0.00453451920725078,0.0019134094698201483,1.0,0.20885719408085923,0.025553087240170136,0.5198891162872314,0.2695908844470978,0.5071631669998169,0.03242458403110504,0.1901276707649231,0.0006937127327546477
2022-03-04,0.8440129704940879,0.5707427021366402,0.5845,0.3738784323828394,0.4873375675704058,0.5273116403299841,0.0746766395681514,0.0673469818546653,0.2210264839250769,0.1272173430507709,0.1002997325277126,19,sentiment,2,overconfident,sentiment -> supply_opec,0.5273116403299841,0.0746766395681514,0.0744890863883441,0.0761061966065059,0.0761061966065059,-0.019143296305532,-0.019143296305532,0.0025115374887227,-0.004507041257179,-0.0039463799412053,overconfident,-0.0016416984582041,-0.0030699102891372,overconfident,-0.0021513949110362,-0.001950166772269,overconfident,-0.0046159946775126,-0.0045262591874266,herding,-0.003065837886464,-0.003640425052266,overconfident,-0.005471370783029,-0.0057565212131353,independent,-0.004169754986136,-0.0048876461208985,overconfident,5.0,5.0,5.0,6.0,6.0,6.0,5.0,3,3,3,0,3,2,3,0.043431061806656124,1,2,-0.00484123333834552,0.0015566306269323138,1.0,-0.0018771021907498398,0.0006597358871257884,2.0,-0.0030546751809154204,0.0018376600644768768,4.0,-0.003625454491810359,0.0017981897016108586,4.0,-0.00301594515554154,0.0020971050022680626,3.0,-0.0049596875079935794,0.0015251885933182554,2.0,-0.0038274402878384203,0.0007458042909387216,1.0,0.18176680784515742,0.08340513456623444,0.5309590697288513,0.2666790783405304,0.518433153629303,0.026801960542798042,0.1876755654811859,0.0004102651437278837
2022-03-10,0.7125339934337398,0.7188570704394667,0.7525,0.8104700792090206,0.7329105410716696,0.7340277291221015,3.9981302820351926e-05,0.0015972816808543,0.0095914768969831,0.0004152036936408,0.0004619806738411,18,sentiment,2,herding,technical -> macro_demand,0.7340277291221015,3.9981302820351926e-05,3.875116679106411e-05,5.632603267265042e-05,5.632603267265042e-05,-0.4088093358473161,-0.4088093358473161,0.0307677825011153,4.002788255282671e-06,7.468190576361496e-06,herding,-6.624580656196334e-05,-8.981075501293884e-05,herding,-7.157647913500593e-05,-6.130965540304381e-05,herding,-6.64523847567432e-05,-7.141503737947337e-05,herding,-7.28950358134092e-05,-9.610116211284502e-05,herding,-7.946905698584478e-05,-9.085745564693604e-05,independent,-6.936339602311633e-05,-7.375690139375269e-05,anchored,5.0,5.0,5.0,5.0,5.0,5.0,6.0,0,0,0,0,0,2,1,-0.015170658682634786,5,3,-0.0033270878614384235,0.001889260671139824,2.0,-0.0012943917811942124,0.0007256913554806565,3.0,-0.0019352659973273212,0.0015255123126739025,4.0,-0.0026228070403102677,0.002148204562951127,4.0,-0.0021205936391410817,0.0022300454759905807,3.0,-0.003496260154249988,0.0020294496867804073,2.0,-0.0028699141554343033,0.001635831260353489,1.0,0.31419071397892345,-0.014053470632202969,0.6555801033973694,0.26927340030670166,0.5067033767700195,0.03572990372776985,0.1873341053724289,0.000959184137172997
